Postcode;Plaatsnaam;Deelgemeente;Provincie
5524;Gerin;Ja;Namen
5530;Dorinne;Ja;Namen
5530;Durnal;Ja;Namen
5530;Evrehailles;Ja;Namen
5530;Godinne;Ja;Namen
5530;Houx;Ja;Namen
5530;Mont;Ja;Namen
5530;Purnode;Ja;Namen
5530;Spontin;Ja;Namen
5530;YVOIR;Neen;Namen
5537;ANHÉE;Neen;Namen
5537;Annevoie-Rouillon;Ja;Namen
5537;Bioul;Ja;Namen
5537;Denée;Ja;Namen
5537;Haut-Le-Wastia;Ja;Namen
5537;Sosoye;Ja;Namen
5537;Warnant;Ja;Namen
5540;HASTIÈRE;Neen;Namen
5540;Hastière-Lavaux;Ja;Namen
5540;Hermeton-Sur-Meuse;Ja;Namen
5540;Waulsort;Ja;Namen
5541;Hastière-Par-Delà;Ja;Namen
5542;Blaimont;Ja;Namen
5543;Heer;Ja;Namen
5544;Agimont;Ja;Namen
5550;Alle;Ja;Namen
5550;Bagimont;Ja;Namen
5550;Bohan;Ja;Namen
5550;Chairière;Ja;Namen
5550;Laforet;Ja;Namen
5550;Membre;Ja;Namen
5550;Mouzaive;Ja;Namen
5550;Nafraiture;Ja;Namen
5550;Orchimont;Ja;Namen
5550;Pussemange;Ja;Namen
5550;Sugny;Ja;Namen
5550;VRESSE-SUR-SEMOIS;Neen;Namen
5555;Baillamont;Ja;Namen
5555;Bellefontaine;Ja;Namen
5555;BIÈVRE;Neen;Namen
5555;Cornimont;Ja;Namen
5555;Graide;Ja;Namen
5555;Gros-Fays;Ja;Namen
5555;Monceau-En-Ardenne;Ja;Namen
5555;Naomé;Ja;Namen
5555;Oizy;Ja;Namen
5555;Petit-Fays;Ja;Namen
5560;Ciergnon;Ja;Namen
5560;Finnevaux;Ja;Namen
5560;HOUYET;Neen;Namen
5560;Hulsonniaux;Ja;Namen
5560;Mesnil-Eglise;Ja;Namen
5560;Mesnil-Saint-Blaise;Ja;Namen
5561;Celles;Ja;Namen
5562;Custinne;Ja;Namen
5563;Hour;Ja;Namen
5564;Wanlin;Ja;Namen
5570;Baronville;Ja;Namen
5570;BEAURAING;Neen;Namen
5570;Dion;Ja;Namen
5570;Felenne;Ja;Namen
5570;Feschaux;Ja;Namen
5570;Honnay;Ja;Namen
5570;Javingue;Ja;Namen
5570;Vonêche;Ja;Namen
5570;Wancennes;Ja;Namen
5570;Winenne;Ja;Namen
5571;Wiesme;Ja;Namen
5572;Focant;Ja;Namen
5573;Martouzin-Neuville;Ja;Namen
5574;Pondrôme;Ja;Namen
5575;Bourseigne-Neuve;Ja;Namen
5575;Bourseigne-Vieille;Ja;Namen
5575;GEDINNE;Neen;Namen
5575;Houdremont;Ja;Namen
5575;Louette-Saint-Denis;Ja;Namen
5575;Louette-Saint-Pierre;Ja;Namen
5575;Malvoisin;Ja;Namen
5575;Patignies;Ja;Namen
5575;Rienne;Ja;Namen
5575;Sart-Custinne;Ja;Namen
5575;Vencimont;Ja;Namen
5575;Willerzie;Ja;Namen
5576;Froidfontaine;Ja;Namen
5580;Ave-Et-Auffe;Ja;Namen
5580;Buissonville;Ja;Namen
5580;Eprave;Ja;Namen
5580;Han-Sur-Lesse;Ja;Namen
5580;Jemelle;Ja;Namen
5580;Lavaux-Saint-Anne;Ja;Namen
5580;Lessive;Ja;Namen
5580;Mont-Gauthier;Ja;Namen
5580;ROCHEFORT;Neen;Namen
5580;Villers-Sur-Lesse;Ja;Namen
5580;Wavreille;Ja;Namen
5589;Jemelle;;
5590;Achêne;Ja;Namen
5590;Braibant;Ja;Namen
5590;Chevetogne;Ja;Namen
5590;CINEY;Neen;Namen
5590;Conneux;Ja;Namen
5590;Haversin;Ja;Namen
5590;Leignon;Ja;Namen
5590;Pessoux;Ja;Namen
5590;Serinchamps;Ja;Namen
5590;Sovet;Ja;Namen
5600;Fagnolle;Ja;Namen
5600;Franchimont;Ja;Namen
5600;Jamagne;Ja;Namen
5600;Jamiolle;Ja;Namen
5600;Merlemont;Ja;Namen
5600;Neuville;Ja;Namen
5600;Omezée;Ja;Namen
5600;PHILIPPEVILLE;Neen;Namen
5600;Roly;Ja;Namen
5600;Romedenne;Ja;Namen
5600;Samart;Ja;Namen
5600;Sart-En-Fagne;Ja;Namen
5600;Sautour;Ja;Namen
5600;Surice;Ja;Namen
5600;Villers-En-Fagne;Ja;Namen
5600;Villers-Le-Gambon;Ja;Namen
5600;Vodecée;Ja;Namen
5620;Corenne;Ja;Namen
5620;Flavion;Ja;Namen
5620;FLORENNES;Neen;Namen
5620;Hemptinne-Lez-Florennes;Ja;Namen
5620;Morville;Ja;Namen
5620;Rosée;Ja;Namen
5620;Saint-Aubin;Ja;Namen
5621;Hanzinelle;Ja;Namen
5621;Hanzinne;Ja;Namen
5621;Morialmé;Ja;Namen
5621;Thy-Le-Baudouin;Ja;Namen
5630;CERFONTAINE;Neen;Namen
5630;Daussois;Ja;Namen
5630;Senzeille;Ja;Namen
5630;Silenrieux;Ja;Namen
5630;Soumoy;Ja;Namen
5630;Villers-Deux-Eglises;Ja;Namen
5640;Biesme;Ja;Namen
5640;Biesmerée;Ja;Namen
5640;Graux;Ja;Namen
5640;METTET;Neen;Namen
5640;Oret;Ja;Namen
5640;Saint-Gérard;Ja;Namen
5641;Furnaux;Ja;Namen
5644;Ermeton-Sur-Biert;Ja;Namen
5646;Stave;Ja;Namen
5650;Castillon;Ja;Namen
5650;Chastrès;Ja;Namen
5650;Clermont;Ja;Namen
5650;Fontenelle;Ja;Namen
5650;Fraire;Ja;Namen
5650;Pry;Ja;Namen
5650;Vogenée;Ja;Namen
5650;WALCOURT;Neen;Namen
5650;Yves-Gomezée;Ja;Namen
5651;Berzée;Ja;Namen
5651;Gourdinne;Ja;Namen
5651;Laneffe;Ja;Namen
5651;Rognée;Ja;Namen
5651;Somzée;Ja;Namen
5651;Tarcienne;Ja;Namen
5651;Thy-Le-Château;Ja;Namen
5660;Aublain;Ja;Namen
5660;Boussu-En-Fagne;Ja;Namen
5660;Brûly;Ja;Namen
5660;Brûly-De-Pesche;Ja;Namen
5660;COUVIN;Neen;Namen
5660;Cul-Des-Sarts;Ja;Namen
5660;Dailly;Ja;Namen
5660;Frasnes;Ja;Namen
5660;Gonrieux;Ja;Namen
5660;Mariembourg;Ja;Namen
5660;Pesche;Ja;Namen
5660;Petigny;Ja;Namen
5660;Petite-Chapelle;Ja;Namen
5660;Presgaux;Ja;Namen
5670;Dourbes;Ja;Namen
5670;Le Mesnil;Ja;Namen
5670;Mazée;Ja;Namen
5670;Nismes;Ja;Namen
5670;Oignies-En-Thiérache;Ja;Namen
5670;Olloy-Sur-Viroin;Ja;Namen
5670;Treignes;Ja;Namen
5670;Vierves-Sur-Viroin;Ja;Namen
5670;VIROINVAL;Neen;Namen
5680;DOISCHE;Neen;Namen
5680;Gimnée;Ja;Namen
5680;Gochenée;Ja;Namen
5680;Matagne-La-Grande;Ja;Namen
5680;Matagne-La-Petite;Ja;Namen
5680;Niverlée;Ja;Namen
5680;Romerée;Ja;Namen
5680;Soulme;Ja;Namen
5680;Vaucelles;Ja;Namen
5680;Vodelée;Ja;Namen
6000;CHARLEROI;Neen;Henegouwen
6001;Marcinelle;Ja;Henegouwen
6010;Couillet;Ja;Henegouwen
6020;Dampremy;Ja;Henegouwen
6030;Goutroux;Ja;Henegouwen
6030;Marchienne-Au-Pont;Ja;Henegouwen
6031;Monceau-Sur-Sambre;Ja;Henegouwen
6032;Mont-Sur-Marchienne;Ja;Henegouwen
6040;Jumet;Ja;Henegouwen
6041;Gosselies;Ja;Henegouwen
6042;Lodelinsart;Ja;Henegouwen
6043;Ransart;Ja;Henegouwen
6044;Roux;Ja;Henegouwen
6060;Gilly;Ja;Henegouwen
6061;Montignies-Sur-Sambre;Ja;Henegouwen
6075;CSM Charleroi X;;
6099;Charleroi X;;
6110;MONTIGNY-LE-TILLEUL;Neen;Henegouwen
6111;Landelies;Ja;Henegouwen
0612;Sinterklaas;;
6120;Cour-Sur-Heure;Ja;Henegouwen
6120;HAM-SUR-HEURE;Neen;Henegouwen
6120;Jamioulx;Ja;Henegouwen
6120;Marbaix;Ja;Henegouwen
6120;Nalinnes;Ja;Henegouwen
6140;FONTAINE-L'EVÊQUE;Neen;Henegouwen
6141;Forchies-La-Marche;Ja;Henegouwen
6142;Leernes;Ja;Henegouwen
6150;ANDERLUES;Neen;Henegouwen
6180;COURCELLES;Neen;Henegouwen
6181;Gouy-Lez-Piéton;Ja;Henegouwen
6182;Souvret;Ja;Henegouwen
6183;Trazegnies;Ja;Henegouwen
6200;Bouffioulx;Ja;Henegouwen
6200;CHÂTELET;Neen;Henegouwen
6200;Châtelineau;Ja;Henegouwen
6210;Frasnes-Lez-Gosselies;Ja;Henegouwen
6210;LES BONS VILLERS;Neen;Henegouwen
6210;Rèves;Ja;Henegouwen
6210;Villers-Perwin;Ja;Henegouwen
6210;Wayaux;Ja;Henegouwen
6211;Mellet;Ja;Henegouwen
6220;FLEURUS;Neen;Henegouwen
6220;Heppignies;Ja;Henegouwen
6220;Lambusart;Ja;Henegouwen
6220;Wangenies;Ja;Henegouwen
6221;Saint-Amand;Ja;Henegouwen
6222;Brye;Ja;Henegouwen
6223;Wagnelée;Ja;Henegouwen
6224;Wanfercée-Baulet;Ja;Henegouwen
6230;Buzet;Ja;Henegouwen
6230;Obaix;Ja;Henegouwen
6230;PONT-À-CELLES;Neen;Henegouwen
6230;Thiméon;Ja;Henegouwen
6230;Viesville;Ja;Henegouwen
6238;Liberchies;Ja;Henegouwen
6238;Luttre;Ja;Henegouwen
6240;FARCIENNES;Neen;Henegouwen
6240;Pironchamps;Ja;Henegouwen
6250;Aiseau;Ja;Henegouwen
6250;AISEAU-PRESLES;Neen;Henegouwen
6250;Pont-De-Loup;Ja;Henegouwen
6250;Presles;Ja;Henegouwen
6250;Roselies;Ja;Henegouwen
6280;Acoz;Ja;Henegouwen
6280;GERPINNES;Neen;Henegouwen
6280;Gougnies;Ja;Henegouwen
6280;Joncret;Ja;Henegouwen
6280;Loverval;Ja;Henegouwen
6280;Villers-Poterie;Ja;Henegouwen
6440;Boussu-Lez-Walcourt;Ja;Henegouwen
6440;Fourbechies;Ja;Henegouwen
6440;FROIDCHAPELLE;Neen;Henegouwen
6440;Vergnies;Ja;Henegouwen
6441;Erpion;Ja;Henegouwen
6460;Bailièvre;Ja;Henegouwen
6460;CHIMAY;Neen;Henegouwen
6460;Robechies;Ja;Henegouwen
6460;Saint-Remy;Ja;Henegouwen
6460;Salles;Ja;Henegouwen
6460;Villers-La-Tour;Ja;Henegouwen
6461;Virelles;Ja;Henegouwen
6462;Vaulx-Lez-Chimay;Ja;Henegouwen
6463;Lompret;Ja;Henegouwen
6464;Baileux;Ja;Henegouwen
6464;Bourlers;Ja;Henegouwen
6464;Forges;Ja;Henegouwen
6464;L'Escaillère;Ja;Henegouwen
6464;Rièzes;Ja;Henegouwen
6470;Grandrieu;Ja;Henegouwen
6470;Montbliart;Ja;Henegouwen
6470;Rance;Ja;Henegouwen
6470;Sautin;Ja;Henegouwen
6470;Sivry;Ja;Henegouwen
6470;SIVRY-RANCE;Neen;Henegouwen
6500;Barbençon;Ja;Henegouwen
6500;BEAUMONT;Neen;Henegouwen
6500;Leugnies;Ja;Henegouwen
6500;Leval-Chaudeville;Ja;Henegouwen
6500;Renlies;Ja;Henegouwen
6500;Solre-Saint-Géry;Ja;Henegouwen
6500;Thirimont;Ja;Henegouwen
6511;Strée;Ja;Henegouwen
6530;Leers-Et-Fosteau;Ja;Henegouwen
6530;THUIN;Neen;Henegouwen
6531;Biesme-Sous-Thuin;Ja;Henegouwen
6532;Ragnies;Ja;Henegouwen
6533;Biercée;Ja;Henegouwen
6534;Gozée;Ja;Henegouwen
6536;Donstiennes;Ja;Henegouwen
6536;Thuillies;Ja;Henegouwen
6540;LOBBES;Neen;Henegouwen
6540;Mont-Sainte-Geneviève;Ja;Henegouwen
6542;Sars-La-Buissière;Ja;Henegouwen
6543;Bienne-Lez-Happart;Ja;Henegouwen
6560;Bersillies-L'Abbaye;Ja;Henegouwen
6560;ERQUELINNES;Neen;Henegouwen
6560;Grand-Reng;Ja;Henegouwen
6560;Hantes-Wihéries;Ja;Henegouwen
6560;Montignies-Saint-Christophe;Ja;Henegouwen
6560;Solre-Sur-Sambre;Ja;Henegouwen
6567;Fontaine-Valmont;Ja;Henegouwen
6567;Labuissière;Ja;Henegouwen
6567;MERBES-LE-CHÂTEAU;Neen;Henegouwen
6567;Merbes-Sainte-Marie;Ja;Henegouwen
6590;MOMIGNIES;Neen;Henegouwen
6591;Macon;Ja;Henegouwen
6592;Monceau-Imbrechies;Ja;Henegouwen
6593;Macquenoise;Ja;Henegouwen
6594;Beauwelz;Ja;Henegouwen
6596;Forge-Philippe;Ja;Henegouwen
6596;Seloignes;Ja;Henegouwen
6600;BASTOGNE;Neen;Luxemburg
6600;Longvilly;Ja;Luxemburg
6600;Noville;Ja;Luxemburg
6600;Villers-La-Bonne-Eau;Ja;Luxemburg
6600;Wardin;Ja;Luxemburg
6630;MARTELANGE;Neen;Luxemburg
6637;FAUVILLERS;Neen;Luxemburg
6637;Hollange;Ja;Luxemburg
6637;Tintange;Ja;Luxemburg
6640;Hompré;Ja;Luxemburg
6640;Morhet;Ja;Luxemburg
6640;Nives;Ja;Luxemburg
6640;Sibret;Ja;Luxemburg
6640;Vaux-Lez-Rosières;Ja;Luxemburg
6640;VAUX-SUR-SÛRE;Neen;Luxemburg
6642;Juseret;Ja;Luxemburg
6660;HOUFFALIZE;Neen;Luxemburg
6660;Nadrin;Ja;Luxemburg
6661;Mont;Ja;Luxemburg
6661;Tailles;Ja;Luxemburg
6662;Tavigny;Ja;Luxemburg
6663;Mabompré;Ja;Luxemburg
6666;Wibrin;Ja;Luxemburg
6670;GOUVY;Neen;Luxemburg
6670;Limerlé;Ja;Luxemburg
6671;Bovigny;Ja;Luxemburg
6672;Beho;Ja;Luxemburg
6673;Cherain;Ja;Luxemburg
6674;Montleban;Ja;Luxemburg
6680;Amberloup;Ja;Luxemburg
6680;SAINTE-ODE;Neen;Luxemburg
6680;Tillet;Ja;Luxemburg
6681;Lavacherie;Ja;Luxemburg
6686;Flamierge;Ja;Luxemburg
6687;BERTOGNE;Neen;Luxemburg
6688;Longchamps;Ja;Luxemburg
6690;Bihain;Ja;Luxemburg
6690;VIELSALM;Neen;Luxemburg
6692;Petit-Thier;Ja;Luxemburg
6698;Grand-Halleux;Ja;Luxemburg
6700;ARLON;Neen;Luxemburg
6700;Bonnert;Ja;Luxemburg
6700;Heinsch;Ja;Luxemburg
6700;Toernich;Ja;Luxemburg
6704;Guirsch;Ja;Luxemburg
6706;Autelbas;Ja;Luxemburg
6717;ATTERT;Neen;Luxemburg
6717;Nobressart;Ja;Luxemburg
6717;Nothomb;Ja;Luxemburg
6717;Thiaumont;Ja;Luxemburg
6717;Tontelange;Ja;Luxemburg
6720;HABAY;Neen;Luxemburg
6720;Habay-La-Neuve;Ja;Luxemburg
6720;Hachy;Ja;Luxemburg
6721;Anlier;Ja;Luxemburg
6723;Habay-La-Vieille;Ja;Luxemburg
6724;Houdemont;Ja;Luxemburg
6724;Rulles;Ja;Luxemburg
6730;Bellefontaine;Ja;Luxemburg
6730;Rossignol;Ja;Luxemburg
6730;Saint-Vincent;Ja;Luxemburg
6730;TINTIGNY;Neen;Luxemburg
6740;ETALLE;Neen;Luxemburg
6740;Sainte-Marie-Sur-Semois;Ja;Luxemburg
6740;Villers-Sur-Semois;Ja;Luxemburg
6741;Vance;Ja;Luxemburg
6742;Chantemelle;Ja;Luxemburg
6743;Buzenol;Ja;Luxemburg
6747;Châtillon;Ja;Luxemburg
6747;Meix-Le-Tige;Ja;Luxemburg
6747;SAINT-LÉGER;Neen;Luxemburg
6750;MUSSON;Neen;Luxemburg
6750;Mussy-La-Ville;Ja;Luxemburg
6750;Signeulx;Ja;Luxemburg
6760;Bleid;Ja;Luxemburg
6760;Ethe;Ja;Luxemburg
6760;Ruette;Ja;Luxemburg
6760;VIRTON;Neen;Luxemburg
6761;Latour;Ja;Luxemburg
6762;Saint-Mard;Ja;Luxemburg
6767;Dampicourt;Ja;Luxemburg
6767;Harnoncourt;Ja;Luxemburg
6767;Lamorteau;Ja;Luxemburg
6767;ROUVROY;Neen;Luxemburg
6767;Torgny;Ja;Luxemburg
6769;Gérouville;Ja;Luxemburg
6769;MEIX-DEVANT-VIRTON;Neen;Luxemburg
6769;Robelmont;Ja;Luxemburg
6769;Sommethonne;Ja;Luxemburg
6769;Villers-La-Loue;Ja;Luxemburg
6780;Hondelange;Ja;Luxemburg
6780;MESSANCY;Neen;Luxemburg
6780;Wolkrange;Ja;Luxemburg
6781;Sélange;Ja;Luxemburg
6782;Habergy;Ja;Luxemburg
6790;AUBANGE;Neen;Luxemburg
6791;Athus;Ja;Luxemburg
6792;Halanzy;Ja;Luxemburg
6792;Rachecourt;Ja;Luxemburg
6800;Bras;Ja;Luxemburg
6800;Freux;Ja;Luxemburg
6800;LIBRAMONT-CHEVIGNY;Neen;Luxemburg
6800;Moircy;Ja;Luxemburg
6800;Recogne;Ja;Luxemburg
6800;Remagne;Ja;Luxemburg
6800;Saint-Pierre;Ja;Luxemburg
6800;Sainte-Marie-Chevigny;Ja;Luxemburg
6810;CHINY;Neen;Luxemburg
6810;Izel;Ja;Luxemburg
6810;Jamoigne;Ja;Luxemburg
6811;Les Bulles;Ja;Luxemburg
6812;Suxy;Ja;Luxemburg
6813;Termes;Ja;Luxemburg
6820;FLORENVILLE;Neen;Luxemburg
6820;Fontenoille;Ja;Luxemburg
6820;Muno;Ja;Luxemburg
6820;Sainte-Cécile;Ja;Luxemburg
6821;Lacuisine;Ja;Luxemburg
6823;Villers-Devant-Orval;Ja;Luxemburg
6824;Chassepierre;Ja;Luxemburg
6830;BOUILLON;Neen;Luxemburg
6830;Les Hayons;Ja;Luxemburg
6830;Poupehan;Ja;Luxemburg
6830;Rochehaut;Ja;Luxemburg
6831;Noirfontaine;Ja;Luxemburg
6832;Sensenruth;Ja;Luxemburg
6833;Ucimont;Ja;Luxemburg
6833;Vivy;Ja;Luxemburg
6834;Bellevaux;Ja;Luxemburg
6836;Dohan;Ja;Luxemburg
6838;Corbion;Ja;Luxemburg
6840;Grandvoir;Ja;Luxemburg
6840;Grapfontaine;Ja;Luxemburg
6840;Hamipré;Ja;Luxemburg
6840;Longlier;Ja;Luxemburg
6840;NEUFCHÂTEAU;Neen;Luxemburg
6840;Tournay;Ja;Luxemburg
6850;Carlsbourg;Ja;Luxemburg
6850;Offagne;Ja;Luxemburg
6850;PALISEUL;Neen;Luxemburg
6851;Nollevaux;Ja;Luxemburg
6852;Maissin;Ja;Luxemburg
6852;Opont;Ja;Luxemburg
6853;Framont;Ja;Luxemburg
6856;Fays-Les-Veneurs;Ja;Luxemburg
6860;Assenois;Ja;Luxemburg
6860;Ebly;Ja;Luxemburg
6860;LÉGLISE;Neen;Luxemburg
6860;Mellier;Ja;Luxemburg
6860;Witry;Ja;Luxemburg
6870;Arville;Ja;Luxemburg
6870;Awenne;Ja;Luxemburg
6870;Hatrival;Ja;Luxemburg
6870;Mirwart;Ja;Luxemburg
6870;SAINT-HUBERT;Neen;Luxemburg
6870;Vesqueville;Ja;Luxemburg
6880;Auby-Sur-Semois;Ja;Luxemburg
6880;BERTRIX;Neen;Luxemburg
6880;Cugnon;Ja;Luxemburg
6880;Jehonville;Ja;Luxemburg
6880;Orgeo;Ja;Luxemburg
6887;HERBEUMONT;Neen;Luxemburg
6887;Saint-Médard;Ja;Luxemburg
6887;Straimont;Ja;Luxemburg
6890;Anloy;Ja;Luxemburg
6890;LIBIN;Neen;Luxemburg
6890;Ochamps;Ja;Luxemburg
6890;Redu;Ja;Luxemburg
6890;Smuid;Ja;Luxemburg
6890;Transinne;Ja;Luxemburg
6890;Villance;Ja;Luxemburg
6900;Aye;Ja;Luxemburg
6900;Hargimont;Ja;Luxemburg
6900;Humain;Ja;Luxemburg
6900;MARCHE-EN-FAMENNE;Neen;Luxemburg
6900;On;Ja;Luxemburg
6900;Roy;Ja;Luxemburg
6900;Waha;Ja;Luxemburg
6920;Sohier;Ja;Luxemburg
6920;WELLIN;Neen;Luxemburg
6921;Chanly;Ja;Luxemburg
6922;Halma;Ja;Luxemburg
6924;Lomprez;Ja;Luxemburg
6927;Bure;Ja;Luxemburg
6927;Grupont;Ja;Luxemburg
6927;Resteigne;Ja;Luxemburg
6927;TELLIN;Neen;Luxemburg
6929;DAVERDISSE;Neen;Luxemburg
6929;Gembes;Ja;Luxemburg
6929;Haut-Fays;Ja;Luxemburg
6929;Porcheresse;Ja;Luxemburg
6940;Barvaux-Sur-Ourthe;Ja;Luxemburg
6940;DURBUY;Neen;Luxemburg
6940;Grandhan;Ja;Luxemburg
6940;Septon;Ja;Luxemburg
6940;Wéris;Ja;Luxemburg
6941;Bende;Ja;Luxemburg
6941;Bomal-Sur-Ourthe;Ja;Luxemburg
6941;Borlon;Ja;Luxemburg
6941;Heyd;Ja;Luxemburg
6941;Izier;Ja;Luxemburg
6941;Tohogne;Ja;Luxemburg
6941;Villers-Sainte-Gertrude;Ja;Luxemburg
6950;Harsin;Ja;Luxemburg
6950;NASSOGNE;Neen;Luxemburg
6951;Bande;Ja;Luxemburg
6952;Grune;Ja;Luxemburg
6953;Ambly;Ja;Luxemburg
6953;Forrières;Ja;Luxemburg
6953;Lesterny;Ja;Luxemburg
6953;Masbourg;Ja;Luxemburg
6960;Dochamps;Ja;Luxemburg
6960;Grandmenil;Ja;Luxemburg
6960;Harre;Ja;Luxemburg
6960;Malempré;Ja;Luxemburg
6960;MANHAY;Neen;Luxemburg
6960;Odeigne;Ja;Luxemburg
6960;Vaux-Chavanne;Ja;Luxemburg
6970;TENNEVILLE;Neen;Luxemburg
6971;Champlon;Ja;Luxemburg
6972;Erneuville;Ja;Luxemburg
6980;Beausaint;Ja;Luxemburg
6980;LA ROCHE-EN-ARDENNE;Neen;Luxemburg
6982;Samrée;Ja;Luxemburg
6983;Ortho;Ja;Luxemburg
6984;Hives;Ja;Luxemburg
6986;Halleux;Ja;Luxemburg
6987;Beffe;Ja;Luxemburg
6987;Hodister;Ja;Luxemburg
6987;Marcourt;Ja;Luxemburg
6987;RENDEUX;Neen;Luxemburg
6990;Fronville;Ja;Luxemburg
6990;Hampteau;Ja;Luxemburg
6990;HOTTON;Neen;Luxemburg
6990;Marenne;Ja;Luxemburg
6997;Amonines;Ja;Luxemburg
6997;EREZÉE;Neen;Luxemburg
6997;Mormont;Ja;Luxemburg
6997;Soy;Ja;Luxemburg
7000;MONS;Neen;Henegouwen
7010;SHAPE;;
7011;Ghlin;Ja;Henegouwen
7012;Flénu;Ja;Henegouwen
7012;Jemappes;Ja;Henegouwen
7020;Maisières;Ja;Henegouwen
7020;Nimy;Ja;Henegouwen
7021;Havre;Ja;Henegouwen
7022;Harmignies;Ja;Henegouwen
7022;Harveng;Ja;Henegouwen
7022;Hyon;Ja;Henegouwen
7022;Mesvin;Ja;Henegouwen
7022;Nouvelles;Ja;Henegouwen
7024;Ciply;Ja;Henegouwen
7030;Saint-Symphorien;Ja;Henegouwen
7031;Villers-Saint-Ghislain;Ja;Henegouwen
7032;Spiennes;Ja;Henegouwen
7033;Cuesmes;Ja;Henegouwen
7034;Obourg;Ja;Henegouwen
7034;Saint-Denis;Ja;Henegouwen
7040;Asquillies;Ja;Henegouwen
7040;Aulnois;Ja;Henegouwen
7040;Blaregnies;Ja;Henegouwen
7040;Bougnies;Ja;Henegouwen
7040;Genly;Ja;Henegouwen
7040;Goegnies-Chaussée;Ja;Henegouwen
7040;QUÉVY;Neen;Henegouwen
7040;Quévy-Le-Grand;Ja;Henegouwen
7040;Quévy-Le-Petit;Ja;Henegouwen
7041;Givry;Ja;Henegouwen
7041;Havay;Ja;Henegouwen
7050;Erbaut;Ja;Henegouwen
7050;Erbisoeul;Ja;Henegouwen
7050;Herchies;Ja;Henegouwen
7050;JURBISE;Neen;Henegouwen
7050;Masnuy-Saint-Jean;Ja;Henegouwen
7050;Masnuy-Saint-Pierre;Ja;Henegouwen
7060;Horrues;Ja;Henegouwen
7060;SOIGNIES;Neen;Henegouwen
7061;Casteau;Ja;Henegouwen
7061;Thieusies;Ja;Henegouwen
7062;Naast;Ja;Henegouwen
7063;Chaussée-Notre-Dame-Louvignies;Ja;Henegouwen
7063;Neufvilles;Ja;Henegouwen
7070;Gottignies;Ja;Henegouwen
7070;LE ROEULX;Neen;Henegouwen
7070;Mignault;Ja;Henegouwen
7070;Thieu;Ja;Henegouwen
7070;Ville-Sur-Haine;Ja;Henegouwen
7080;Eugies;Ja;Henegouwen
7080;FRAMERIES;Neen;Henegouwen
7080;La Bouverie;Ja;Henegouwen
7080;Noirchain;Ja;Henegouwen
7080;Sars-La-Bruyère;Ja;Henegouwen
7090;BRAINE-LE-COMTE;Neen;Henegouwen
7090;Hennuyères;Ja;Henegouwen
7090;Henripont;Ja;Henegouwen
7090;Petit-Roeulx-Lez-Braine;Ja;Henegouwen
7090;Ronquières;Ja;Henegouwen
7090;Steenkerque;Ja;Henegouwen
7100;Haine-Saint-Paul;Ja;Henegouwen
7100;Haine-Saint-Pierre;Ja;Henegouwen
7100;LA LOUVIÈRE;Neen;Henegouwen
7100;Saint-Vaast;Ja;Henegouwen
7100;Trivières;Ja;Henegouwen
7110;Boussoit;Ja;Henegouwen
7110;Houdeng-Aimeries;Ja;Henegouwen
7110;Houdeng-Goegnies;Ja;Henegouwen
7110;Maurage;Ja;Henegouwen
7110;Strépy-Bracquegnies;Ja;Henegouwen
7120;Croix-Lez-Rouveroy;Ja;Henegouwen
7120;ESTINNES;Neen;Henegouwen
7120;Estinnes-Au-Mont;Ja;Henegouwen
7120;Estinnes-Au-Val;Ja;Henegouwen
7120;Fauroeulx;Ja;Henegouwen
7120;Haulchin;Ja;Henegouwen
7120;Peissant;Ja;Henegouwen
7120;Rouveroy;Ja;Henegouwen
7120;Vellereille-Le-Sec;Ja;Henegouwen
7120;Vellereille-Les-Brayeux;Ja;Henegouwen
7130;Battignies;Ja;Henegouwen
7130;BINCHE;Neen;Henegouwen
7130;Bray;Ja;Henegouwen
7131;Waudrez;Ja;Henegouwen
7133;Buvrinnes;Ja;Henegouwen
7134;Epinois;Ja;Henegouwen
7134;Leval-Trahegnies;Ja;Henegouwen
7134;Péronnes-Lez-Binche;Ja;Henegouwen
7134;Ressaix;Ja;Henegouwen
7140;MORLANWELZ;Neen;Henegouwen
7140;Morlanwelz-Mariemont;Ja;Henegouwen
7141;Carnières;Ja;Henegouwen
7141;Mont-Sainte-Aldegonde;Ja;Henegouwen
7160;CHAPELLE-LEZ-HERLAIMONT;Neen;Henegouwen
7160;Godarville;Ja;Henegouwen
7160;Piéton;Ja;Henegouwen
7170;Bellecourt;Ja;Henegouwen
7170;Bois-D'Haine;Ja;Henegouwen
7170;Fayt-Lez-Manage;Ja;Henegouwen
7170;La Hestre;Ja;Henegouwen
7170;MANAGE;Neen;Henegouwen
7180;SENEFFE;Neen;Henegouwen
7181;Arquennes;Ja;Henegouwen
7181;Familleureux;Ja;Henegouwen
7181;Feluy;Ja;Henegouwen
7181;Petit-Roeulx-Lez-Nivelles;Ja;Henegouwen
7190;ECAUSSINNES;Neen;Henegouwen
7190;Ecaussinnes-D'Enghien;Ja;Henegouwen
7190;Marche-Lez-Ecaussinnes;Ja;Henegouwen
7191;Ecaussinnes-Lalaing;Ja;Henegouwen
7300;BOUSSU;Neen;Henegouwen
7301;Hornu;Ja;Henegouwen
7320;BERNISSART;Neen;Henegouwen
7321;Blaton;Ja;Henegouwen
7321;Harchies;Ja;Henegouwen
7322;Pommeroeul;Ja;Henegouwen
